henrik	0.105999946594	0.204999923706	0.0989999771118	0.0820000171661	0.125999927521	0.0439999103546	0.0710000991821	0.118000030518	0.0469999313354	0.095999956131	0.238000154495	0.142000198364	0.0609998703003	0.188999891281	0.128000020981	0.0810000896454	0.128999948502	0.0479998588562	0.101000070572	0.114000082016	0.0130000114441	0.0980000495911	0.141000032425	0.0429999828339	0.0769999027252	0.220999956131	0.144000053406	0.0750000476837	0.237999916077	0.162999868393
henrik	0.0950000286102	0.144000053406	0.0490000247955	0.0869998931885	0.133999824524	0.0469999313354	0.0729999542236	0.356000185013	0.283000230789	0.0809998512268	0.239999771118	0.158999919891	0.0900001525879	0.356000185013	0.266000032425	0.0750000476837	0.142999887466	0.0679998397827	0.0770001411438	0.105999946594	0.0289998054504	0.085000038147	0.109000205994	0.0240001678467	0.066999912262	0.219999790192	0.15299987793	0.0810000896454	0.265000104904	0.184000015259
henrik	0.0929999351501	0.177999973297	0.085000038147	0.0700001716614	0.118999958038	0.048999786377	0.0710000991821	0.104000091553	0.0329999923706	0.0859999656677	0.22000002861	0.134000062943	0.0699999332428	0.197000026703	0.12700009346	0.0839998722076	0.157999992371	0.074000120163	0.0809998512268	0.105000019073	0.0240001678467	0.0750000476837	0.138999938965	0.0639998912811	0.055999994278	0.214999914169	0.158999919891	0.0700001716614	0.290000200272	0.22000002861
henrik	0.0660002231598	0.305000066757	0.238999843597	0.0789999961853	0.157999992371	0.0789999961853	0.0670001506805	0.103000164032	0.0360000133514	0.077999830246	0.222999811172	0.144999980927	0.0610001087189	0.174000024796	0.112999916077	0.0759999752045	0.15499997139	0.0789999961853	0.0900001525879	0.106000185013	0.0160000324249	0.0749998092651	0.115999937057	0.0410001277924	0.0639998912811	1.3789999485	1.31500005722	0.0829999446869	0.201999902725	0.118999958038
henrik	0.085000038147	0.134000062943	0.0490000247955	0.0799999237061	0.144000053406	0.0640001296997	0.055999994278	0.0720000267029	0.0160000324249	0.0889999866486	0.207999944687	0.118999958038	0.0659999847412	0.164999961853	0.0989999771118	0.0710000991821	0.154000043869	0.0829999446869	0.0759999752045	0.0899999141693	0.0139999389648	0.0810000896454	0.140000104904	0.0590000152588	0.066999912262	0.204999923706	0.138000011444	0.0859999656677	0.295000076294	0.209000110626
henrik	0.069000005722	0.167999982834	0.0989999771118	0.0810000896454	0.145999908447	0.0649998188019	0.0650000572205	0.0789999961853	0.0139999389648	0.0710000991821	0.195000171661	0.124000072479	0.0649998188019	0.163999795914	0.0989999771118	0.0720000267029	0.171000003815	0.0989999771118	0.0750000476837	0.0990002155304	0.0240001678467	0.0809998512268	0.128999948502	0.0480000972748	0.0720000267029	0.214999914169	0.142999887466	0.069000005722	0.518000125885	0.449000120163
henrik	0.0910000801086	0.130000114441	0.0390000343323	0.0759999752045	0.0999999046326	0.0239999294281	0.0759999752045	0.119000196457	0.0430002212524	0.0769999027252	0.214999914169	0.138000011444	0.0659999847412	0.160000085831	0.0940001010895	0.0649998188019	0.129999876022	0.0650000572205	0.0750000476837	0.0899999141693	0.0149998664856	0.076000213623	0.115000009537	0.0389997959137	0.0650000572205	0.205000162125	0.140000104904	0.0829999446869	0.373999834061	0.290999889374
Anton	0.115999937057	1.1740000248	1.05800008774	0.159999847412	0.198999881744	0.0390000343323	0.0759999752045	0.255000114441	0.179000139236	0.105999946594	1.00300002098	0.897000074387	0.15099978447	0.401999950409	0.251000165939	0.164999961853	0.448999881744	0.283999919891	0.141000032425	0.649000167847	0.508000135422	0.135999917984	0.393999814987	0.257999897003	0.0770001411438	0.480000019073	0.40299987793	0.0610001087189	0.47000002861	0.408999919891
Anton	0.0950000286102	0.868999958038	0.773999929428	0.145000219345	0.334000110626	0.188999891281	0.0910000801086	0.266000032425	0.174999952316	0.151999950409	0.569000005722	0.417000055313	0.139999866486	1.20300006866	1.06300020218	0.176999807358	0.574999809265	0.398000001907	0.111000061035	0.285000085831	0.174000024796	0.12299990654	0.25200009346	0.12900018692	0.0879998207092	0.521999835968	0.434000015259	0.0759999752045	0.529000043869	0.453000068665
Anton	0.109999895096	0.802999973297	0.693000078201	0.141000032425	0.522000074387	0.381000041962	0.0749998092651	0.174999952316	0.100000143051	0.139999866486	0.447000026703	0.307000160217	0.116999864578	0.68499994278	0.568000078201	0.148000001907	0.444999933243	0.296999931335	0.134999990463	0.352999925613	0.21799993515	0.107000112534	0.34600019455	0.239000082016	0.100999832153	0.478999853134	0.378000020981	0.0800001621246	0.434000015259	0.353999853134
